episode_id,player_0_ball,player_0_total,player_0_wall,player_1_ball,player_1_total,player_1_wall,player_2_ball,player_2_total,player_2_wall,player_3_ball,player_3_total,player_3_wall,all_ball,all_total,all_wall
1,20.0000,-90.2218,20.4000,18.0000,-85.0492,18.6000,17.0000,-51.9715,12.4000,24.0000,-46.8614,12.4000,79.0000,-274.1039,63.8000
2,26.0000,6.7146,2.8000,16.0000,-13.1911,4.6000,24.0000,-10.0254,4.8000,16.0000,1.1004,4.6000,82.0000,-15.4015,16.8000
3,18.0000,0.2595,3.8000,14.0000,-0.8190,1.8000,32.0000,-25.6269,12.2000,30.0000,-18.3470,6.8000,94.0000,-44.5334,24.6000
4,16.0000,11.8231,0.0000,16.0000,-1.0343,2.2000,58.0000,50.2232,3.4000,14.0000,-29.2133,6.6000,104.0000,31.7986,12.2000
5,18.0000,14.9068,0.0000,19.0000,4.9271,1.4000,68.0000,27.1973,2.4000,21.0000,-13.5702,5.6000,126.0000,33.4610,9.4000
6,19.0000,14.3546,0.0000,14.0000,8.3015,0.2000,60.0000,47.5530,0.4000,25.0000,9.1864,3.4000,118.0000,79.3956,4.0000
7,19.0000,15.0819,0.0000,24.0000,13.9268,1.0000,18.0000,5.9441,1.0000,46.0000,24.5772,2.2000,107.0000,59.5300,4.2000
8,22.0000,17.6794,0.0000,34.0000,17.9319,1.4000,24.0000,17.0928,0.4000,20.0000,-0.6825,2.8000,100.0000,52.0217,4.6000
9,28.0000,23.6992,0.0000,45.0000,-8.3672,6.4000,31.0000,15.3593,1.0000,29.0000,-3.5882,6.6000,133.0000,27.1031,14.0000
10,14.0000,9.8028,0.0000,45.0000,37.0247,0.2000,26.0000,20.9376,2.0000,17.0000,-15.1881,5.0000,102.0000,52.5770,7.2000
11,28.0000,20.3793,0.8000,30.0000,22.5178,0.6000,50.0000,20.4593,2.0000,12.0000,-24.3640,5.8000,120.0000,38.9925,9.2000
12,28.0000,21.7065,0.0000,28.0000,14.6611,2.2000,34.0000,4.7694,4.0000,31.0000,3.5518,2.8000,121.0000,44.6889,9.0000
13,26.0000,21.9427,0.0000,37.0000,21.9170,0.8000,39.0000,34.3091,0.0000,26.0000,-47.0242,10.6000,128.0000,31.1446,11.4000
14,58.0000,40.7071,1.4000,26.0000,20.5136,0.2000,39.0000,27.6030,0.2000,37.0000,6.7032,5.8000,160.0000,95.5267,7.6000
15,28.0000,17.6606,1.2000,41.0000,20.2597,0.8000,28.0000,23.9875,0.0000,68.0000,-74.7162,23.0000,165.0000,-12.8084,25.0000
16,30.0000,11.3340,3.2000,51.0000,23.6765,2.8000,51.0000,36.6362,1.2000,48.0000,-16.9895,8.4000,180.0000,54.6571,15.6000
17,30.0000,26.2374,0.0000,48.0000,4.4512,8.0000,42.0000,19.6927,2.6000,54.0000,-21.6895,8.2000,174.0000,28.6918,18.8000
18,30.0000,25.4471,0.0000,57.0000,22.2157,2.4000,36.0000,23.8982,0.0000,75.0000,36.0973,3.6000,198.0000,107.6583,6.0000
19,26.0000,10.6806,2.0000,70.0000,28.9381,3.6000,87.0000,56.1825,2.0000,39.0000,-115.4365,32.4000,222.0000,-19.6352,40.0000
20,30.0000,25.3519,0.0000,42.0000,34.2964,0.2000,28.0000,18.5759,0.8000,42.0000,-96.4494,24.0000,142.0000,-18.2252,25.0000
21,30.0000,24.6227,0.2000,49.0000,12.2405,1.6000,30.0000,25.6090,0.0000,48.0000,-43.1592,15.0000,157.0000,19.3129,16.8000
22,28.0000,23.7175,0.0000,59.0000,23.1107,2.4000,29.0000,11.4992,1.4000,44.0000,11.4400,3.4000,160.0000,69.7674,7.2000
23,37.0000,12.7310,3.6000,87.0000,6.8637,8.6000,32.0000,22.7281,0.0000,28.0000,-3.8317,4.8000,184.0000,38.4911,17.0000
24,55.0000,58.9947,2.6000,39.0000,29.9977,0.4000,33.0000,26.0898,1.0000,50.0000,-96.2269,26.8000,177.0000,18.8553,30.8000
25,36.0000,28.3347,0.0000,45.0000,35.4005,0.4000,44.0000,-5.5291,7.6000,39.0000,-18.0745,9.6000,164.0000,40.1315,17.6000
26,52.0000,-22.5358,12.2000,54.0000,29.0230,2.8000,34.0000,21.1752,1.6000,44.0000,-11.0844,9.6000,184.0000,16.5780,26.2000
27,30.0000,18.8705,0.4000,69.0000,37.9075,0.0000,51.0000,-16.3473,9.2000,51.0000,-10.5519,9.8000,201.0000,29.8789,19.4000
28,33.0000,25.7310,0.6000,40.0000,12.5955,1.8000,62.0000,58.4926,2.0000,69.0000,41.1293,3.2000,204.0000,137.9484,7.6000
29,75.0000,39.0350,6.0000,39.0000,34.4187,2.4000,48.0000,-17.3496,10.4000,78.0000,31.0026,9.6000,240.0000,87.1066,28.4000
30,45.0000,9.3097,4.6000,26.0000,19.5854,0.4000,60.0000,17.9207,8.8000,87.0000,-13.4938,16.8000,218.0000,33.3221,30.6000
31,51.0000,59.8954,0.8000,40.0000,20.2689,3.8000,53.0000,19.1095,4.2000,63.0000,-111.7463,30.6000,207.0000,-12.4725,39.4000
32,103.0000,26.7313,10.6000,78.0000,64.6141,0.4000,63.0000,30.7474,5.6000,39.0000,-59.6375,18.6000,283.0000,62.4553,35.2000
33,91.0000,-1.1181,15.4000,54.0000,-7.4238,10.0000,57.0000,15.9108,7.4000,69.0000,1.0278,11.4000,271.0000,8.3968,44.2000
34,78.0000,74.0500,3.8000,45.0000,2.9387,6.6000,72.0000,11.4554,10.8000,70.0000,-45.0658,18.0000,265.0000,43.3782,39.2000
35,72.0000,52.0309,3.4000,45.0000,-4.2112,7.0000,69.0000,75.7564,2.6000,79.0000,-85.2308,27.0000,265.0000,38.3454,40.0000
36,63.0000,42.8738,1.8000,55.0000,56.9927,2.4000,54.0000,-16.9756,12.8000,84.0000,48.8792,3.0000,256.0000,131.7701,20.0000
37,72.0000,9.5748,7.8000,38.0000,39.0648,3.0000,78.0000,87.2558,0.2000,87.0000,43.7474,9.4000,275.0000,179.6427,20.4000
38,45.0000,46.5562,0.0000,36.0000,45.5864,0.0000,69.0000,30.6923,2.8000,120.0000,38.6165,8.2000,270.0000,161.4513,11.0000
39,36.0000,42.4230,0.2000,66.0000,-30.7580,14.6000,59.0000,33.4225,4.0000,99.0000,94.8651,3.2000,260.0000,139.9526,22.0000
40,88.0000,66.4521,1.6000,69.0000,33.9852,3.0000,72.0000,31.2713,5.6000,105.0000,-109.6871,42.4000,334.0000,22.0215,52.6000
41,78.0000,36.5528,3.0000,46.0000,33.9894,3.0000,84.0000,63.5369,0.0000,99.0000,-59.6374,25.0000,307.0000,74.4416,31.0000
42,73.0000,4.9802,11.8000,84.0000,55.3842,3.0000,75.0000,-76.3306,30.2000,79.0000,57.0353,4.2000,311.0000,41.0691,49.2000
43,39.0000,35.5477,0.6000,52.0000,28.5877,3.0000,79.0000,40.0737,2.2000,102.0000,33.0035,8.6000,272.0000,137.2126,14.4000
44,75.0000,35.6331,5.6000,96.0000,82.6334,1.2000,75.0000,33.1509,5.2000,55.0000,-15.3466,8.8000,301.0000,136.0708,20.8000
45,69.0000,73.6713,7.0000,63.0000,18.4129,4.8000,87.0000,77.0755,2.2000,102.0000,-79.9670,38.2000,321.0000,89.1927,52.2000
46,44.0000,-31.4974,15.0000,37.0000,-28.3909,11.6000,84.0000,10.4146,11.8000,90.0000,-79.3484,32.8000,255.0000,-128.8220,71.2000
47,39.0000,29.9039,0.0000,69.0000,39.4149,5.8000,57.0000,62.5693,0.0000,90.0000,74.0565,7.4000,255.0000,205.9445,13.2000
48,39.0000,51.2778,0.0000,75.0000,70.4737,1.2000,96.0000,74.0546,3.6000,81.0000,73.7083,4.6000,291.0000,269.5145,9.4000
49,48.0000,52.4665,0.0000,54.0000,69.0665,0.0000,63.0000,44.2654,2.2000,105.0000,36.4298,10.8000,270.0000,202.2281,13.0000
50,66.0000,52.9397,1.4000,48.0000,48.1966,1.8000,90.0000,44.6858,5.6000,87.0000,4.6256,11.8000,291.0000,150.4478,20.6000
51,102.0000,5.4202,20.2000,40.0000,17.7577,5.8000,72.0000,20.0710,10.2000,102.0000,42.1615,7.2000,316.0000,85.4105,43.4000
52,48.0000,55.5164,0.0000,36.0000,34.2442,1.0000,78.0000,53.9728,3.4000,111.0000,26.8905,11.6000,273.0000,170.6239,16.0000
53,105.0000,82.2173,4.0000,72.0000,-16.8219,16.6000,60.0000,36.1932,4.6000,48.0000,-66.2206,17.8000,285.0000,35.3680,43.0000
54,59.0000,71.8375,0.2000,41.0000,34.7606,0.6000,75.0000,29.5838,6.2000,71.0000,10.6718,9.0000,246.0000,146.8538,16.0000
55,49.0000,44.9220,0.0000,55.0000,54.6922,1.2000,87.0000,57.0813,4.0000,99.0000,71.9073,13.2000,290.0000,228.6028,18.4000
56,42.0000,27.6489,2.0000,99.0000,71.4764,4.4000,61.0000,-2.1701,8.0000,48.0000,-48.0740,17.8000,250.0000,48.8812,32.2000
57,66.0000,42.0017,3.8000,57.0000,28.7854,2.4000,75.0000,62.4157,0.0000,72.0000,1.2959,11.4000,270.0000,134.4988,17.6000
58,71.0000,71.2894,0.8000,74.0000,34.0884,6.2000,81.0000,47.0531,5.6000,60.0000,24.9303,7.8000,286.0000,177.3612,20.4000
59,73.0000,-7.8627,14.6000,57.0000,52.8691,0.0000,120.0000,-23.0296,20.6000,49.0000,24.3607,3.2000,299.0000,46.3375,38.4000
60,84.0000,116.7096,0.0000,37.0000,-52.3942,16.2000,42.0000,1.4578,11.8000,66.0000,-11.3490,12.4000,229.0000,54.4242,40.4000
61,52.0000,18.4763,4.2000,56.0000,26.1076,8.0000,99.0000,115.1036,4.0000,63.0000,52.0467,1.4000,270.0000,211.7342,17.6000
62,61.0000,56.3278,0.2000,29.0000,23.6848,0.0000,87.0000,57.0475,7.6000,96.0000,81.5742,1.8000,273.0000,218.6343,9.6000
63,41.0000,41.6220,0.8000,49.0000,45.4533,1.6000,84.0000,75.6995,6.6000,72.0000,57.5860,6.0000,246.0000,220.3608,15.0000
64,45.0000,40.6756,0.0000,93.0000,82.7997,7.8000,96.0000,67.3280,0.4000,54.0000,-16.2567,12.4000,288.0000,174.5467,20.6000
65,54.0000,46.9060,6.0000,66.0000,22.0688,7.6000,69.0000,35.4792,7.4000,93.0000,9.8976,14.2000,282.0000,114.3516,35.2000
66,50.0000,47.1679,1.0000,63.0000,65.7376,0.2000,87.0000,114.8438,2.0000,111.0000,17.5291,18.8000,311.0000,245.2784,22.0000
67,89.0000,76.6388,0.8000,42.0000,11.0776,3.8000,69.0000,38.0856,4.2000,99.0000,-10.2322,15.4000,299.0000,115.5699,24.2000
68,82.0000,90.6933,1.2000,39.0000,29.7688,0.2000,66.0000,-5.4561,13.8000,123.0000,101.5200,3.2000,310.0000,216.5261,18.4000
69,103.0000,82.3310,3.2000,22.0000,17.6849,0.0000,57.0000,43.5249,0.4000,84.0000,-70.7051,31.4000,266.0000,72.8357,35.0000
70,56.0000,35.3052,0.2000,29.0000,23.0703,0.0000,63.0000,-17.2762,14.8000,69.0000,24.7564,5.8000,217.0000,65.8556,20.8000
71,60.0000,49.1824,0.0000,47.0000,70.6556,0.0000,54.0000,18.0674,4.4000,87.0000,35.4697,10.8000,248.0000,173.3751,15.2000
72,62.0000,27.1842,5.2000,54.0000,4.6438,8.4000,26.0000,22.0861,0.0000,84.0000,42.4241,9.6000,226.0000,96.3382,23.2000
73,34.0000,40.9489,0.0000,69.0000,61.1475,0.0000,72.0000,46.3087,3.8000,63.0000,57.7514,0.2000,238.0000,206.1565,4.0000
74,62.0000,23.7844,5.0000,101.0000,67.3538,7.2000,63.0000,-2.8546,9.0000,83.0000,88.0130,5.2000,309.0000,176.2966,26.4000
75,81.0000,83.9971,1.0000,75.0000,57.7472,1.6000,72.0000,7.3263,13.8000,75.0000,73.8413,4.2000,303.0000,222.9120,20.6000
76,132.0000,121.3331,3.4000,69.0000,60.1228,2.6000,90.0000,48.6067,6.6000,75.0000,43.7755,5.6000,366.0000,273.8381,18.2000
77,69.0000,50.0311,0.2000,84.0000,73.4099,2.6000,90.0000,74.0134,3.8000,84.0000,20.4191,15.6000,327.0000,217.8735,22.2000
78,43.0000,-45.8499,16.0000,102.0000,100.5399,0.4000,65.0000,27.8948,5.6000,108.0000,65.1369,7.6000,318.0000,147.7216,29.6000
79,63.0000,50.1467,2.0000,120.0000,130.4424,2.0000,84.0000,70.0872,4.0000,75.0000,-33.2524,17.2000,342.0000,217.4239,25.2000
80,45.0000,57.0456,0.6000,72.0000,53.7921,0.2000,99.0000,-7.6324,19.6000,84.0000,19.0363,15.2000,300.0000,122.2415,35.6000
81,66.0000,32.3004,4.6000,81.0000,68.7556,1.2000,84.0000,42.1006,6.8000,81.0000,11.8060,11.2000,312.0000,154.9626,23.8000
82,90.0000,99.9068,0.6000,66.0000,-3.4525,11.8000,87.0000,36.4307,7.8000,90.0000,55.6892,4.0000,333.0000,188.5743,24.2000
83,99.0000,91.1527,3.8000,75.0000,69.7864,1.4000,78.0000,75.6659,2.0000,102.0000,76.2052,9.0000,354.0000,312.8102,16.2000
84,75.0000,46.6897,4.0000,66.0000,51.7397,0.6000,99.0000,69.2056,4.4000,78.0000,47.2178,2.2000,318.0000,214.8528,11.2000
85,90.0000,51.4522,6.0000,105.0000,60.6708,1.6000,84.0000,49.4032,2.0000,81.0000,55.8740,2.4000,360.0000,217.4002,12.0000
86,45.0000,26.8154,2.0000,114.0000,74.4080,2.6000,90.0000,45.3214,5.2000,78.0000,22.8571,8.2000,327.0000,169.4019,18.0000
87,96.0000,73.4093,4.6000,120.0000,94.5180,2.2000,99.0000,33.7674,7.0000,57.0000,21.9408,5.6000,372.0000,223.6356,19.4000
88,93.0000,77.5237,5.6000,87.0000,43.4222,6.8000,99.0000,17.8651,12.8000,48.0000,-48.5089,16.6000,327.0000,90.3022,41.8000
89,72.0000,18.3182,8.0000,87.0000,16.6429,8.4000,84.0000,61.0195,0.0000,126.0000,7.4513,16.4000,369.0000,103.4318,32.8000
90,93.0000,64.6508,2.6000,87.0000,52.6422,3.6000,75.0000,-16.7254,13.6000,81.0000,46.1183,5.4000,336.0000,146.6858,25.2000
91,75.0000,52.8544,0.4000,111.0000,93.5819,1.2000,93.0000,65.3810,3.6000,78.0000,-89.0049,30.6000,357.0000,122.8123,35.8000
92,72.0000,9.5901,12.2000,81.0000,61.3252,2.4000,105.0000,38.6637,11.4000,123.0000,79.5780,4.6000,381.0000,189.1571,30.6000
93,99.0000,77.5610,3.0000,111.0000,79.5143,0.8000,81.0000,22.1614,14.8000,84.0000,33.8629,9.2000,375.0000,213.0996,27.8000
94,126.0000,123.8727,2.8000,51.0000,-18.2398,13.4000,60.0000,38.3125,4.8000,108.0000,58.6913,4.6000,345.0000,202.6367,25.6000
95,69.0000,-36.5957,18.6000,96.0000,55.5666,8.4000,114.0000,97.6404,2.6000,75.0000,3.6310,18.6000,354.0000,120.2423,48.2000
96,96.0000,82.5207,4.4000,81.0000,75.3456,0.4000,66.0000,58.7462,1.6000,78.0000,-161.3770,47.6000,321.0000,55.2356,54.0000
97,60.0000,30.3564,1.8000,99.0000,102.5275,1.8000,81.0000,98.2087,2.6000,96.0000,26.1409,12.6000,336.0000,257.2336,18.8000
98,111.0000,61.8965,8.2000,51.0000,-11.3583,11.2000,75.0000,16.6558,8.2000,84.0000,42.5844,7.8000,321.0000,109.7784,35.4000
99,114.0000,67.1009,9.6000,96.0000,128.2927,3.4000,78.0000,40.4454,2.8000,73.0000,-4.8074,18.4000,361.0000,231.0316,34.2000
100,123.0000,97.2436,2.0000,84.0000,71.7105,0.2000,84.0000,88.4427,0.2000,84.0000,21.9751,5.6000,375.0000,279.3719,8.0000
101,93.0000,64.5485,3.4000,63.0000,70.8081,0.0000,78.0000,48.8146,8.6000,99.0000,75.4729,2.6000,333.0000,259.6441,14.6000
102,120.0000,87.3287,7.2000,90.0000,48.9641,5.8000,87.0000,68.4567,1.2000,84.0000,53.6111,6.8000,381.0000,258.3607,21.0000
103,96.0000,88.1535,6.0000,84.0000,88.5860,1.8000,63.0000,23.4434,5.4000,108.0000,82.6191,3.4000,351.0000,282.8020,16.6000
104,117.0000,77.7443,5.4000,72.0000,73.3678,4.8000,57.0000,22.7431,5.6000,90.0000,0.5364,17.0000,336.0000,174.3916,32.8000
105,111.0000,48.0347,9.4000,84.0000,60.6861,0.4000,81.0000,74.1629,4.0000,81.0000,28.5942,11.2000,357.0000,211.4778,25.0000
106,100.0000,5.0591,15.2000,63.0000,53.5483,1.6000,103.0000,68.0857,2.2000,52.0000,-39.5321,17.2000,318.0000,87.1611,36.2000
107,108.0000,91.7857,2.2000,69.0000,30.6566,8.4000,90.0000,-11.7119,14.4000,81.0000,38.9398,13.2000,348.0000,149.6702,38.2000
108,75.0000,57.4946,4.8000,87.0000,60.7456,3.0000,53.0000,42.5734,2.8000,117.0000,39.6853,13.6000,332.0000,200.4989,24.2000
109,81.0000,67.6008,0.4000,129.0000,105.5136,3.4000,51.0000,26.1382,1.8000,87.0000,29.3523,7.8000,348.0000,228.6049,13.4000
110,105.0000,86.9488,8.0000,72.0000,75.7871,0.2000,35.0000,-23.7388,9.4000,96.0000,33.3338,5.0000,308.0000,172.3308,22.6000
111,117.0000,92.4927,4.2000,87.0000,89.8889,2.2000,27.0000,21.8694,0.2000,96.0000,55.0946,3.4000,327.0000,259.3456,10.0000
112,79.0000,51.2814,1.6000,66.0000,13.6980,5.4000,64.0000,76.3668,2.2000,116.0000,37.0087,13.8000,325.0000,178.3548,23.0000
113,102.0000,53.0819,6.8000,97.0000,56.3925,2.4000,79.0000,28.8609,4.6000,75.0000,44.7177,0.8000,353.0000,183.0529,14.6000
114,78.0000,58.1224,1.0000,81.0000,58.2848,1.6000,78.0000,69.2951,0.2000,93.0000,-5.7370,15.0000,330.0000,179.9652,17.8000
115,75.0000,49.7716,1.8000,93.0000,69.9822,1.8000,108.0000,52.0350,8.6000,78.0000,44.2080,7.4000,354.0000,215.9968,19.6000
116,108.0000,50.2291,9.2000,99.0000,84.4109,1.6000,72.0000,32.4021,4.2000,96.0000,75.1415,1.8000,375.0000,242.1836,16.8000
117,105.0000,91.8928,0.8000,84.0000,62.4517,1.4000,51.0000,31.7460,1.8000,96.0000,70.4218,2.6000,336.0000,256.5122,6.6000
118,81.0000,44.4580,6.0000,66.0000,51.6604,2.0000,120.0000,82.2049,2.8000,111.0000,87.5327,2.0000,378.0000,265.8560,12.8000
119,87.0000,54.3130,3.8000,48.0000,22.4734,1.2000,117.0000,87.0397,2.8000,102.0000,22.4547,10.6000,354.0000,186.2807,18.4000
120,102.0000,86.6967,1.2000,87.0000,56.7934,2.8000,75.0000,6.4600,13.0000,105.0000,90.1464,2.0000,369.0000,240.0965,19.0000
121,96.0000,31.3307,10.8000,120.0000,76.8268,4.8000,33.0000,-2.7849,4.4000,90.0000,51.2125,8.6000,339.0000,156.5851,28.6000
122,96.0000,62.8507,1.6000,102.0000,76.3095,4.0000,108.0000,77.0493,3.2000,87.0000,31.8185,5.8000,393.0000,248.0280,14.6000
123,114.0000,98.1981,0.6000,106.0000,34.3802,10.2000,78.0000,8.0499,9.4000,75.0000,33.8136,6.6000,373.0000,174.4418,26.8000
124,111.0000,79.8685,2.4000,99.0000,62.8454,3.2000,87.0000,69.8645,1.8000,90.0000,53.9792,4.2000,387.0000,266.5576,11.6000
125,93.0000,45.6453,4.6000,138.0000,98.8458,5.4000,63.0000,21.1859,4.6000,78.0000,-83.5516,28.2000,372.0000,82.1254,42.8000
126,108.0000,28.0929,11.0000,93.0000,57.0470,4.4000,87.0000,50.7165,2.6000,84.0000,0.6225,8.8000,372.0000,136.4788,26.8000
127,81.0000,11.1926,8.4000,123.0000,80.1253,1.8000,57.0000,70.6040,0.6000,87.0000,-42.5438,25.0000,348.0000,119.3781,35.8000
128,72.0000,48.7837,0.8000,111.0000,53.2195,7.0000,105.0000,47.1213,9.8000,78.0000,24.6534,7.2000,366.0000,173.7780,24.8000
129,102.0000,73.2450,5.8000,99.0000,92.0118,1.4000,75.0000,73.0833,0.4000,105.0000,25.1655,12.0000,381.0000,263.5055,19.6000
130,99.0000,94.7464,0.4000,93.0000,50.2261,5.6000,90.0000,81.7220,2.4000,99.0000,36.7110,7.0000,381.0000,263.4056,15.4000
131,108.0000,73.0195,3.2000,81.0000,56.3644,3.4000,60.0000,39.2614,2.0000,114.0000,98.1567,1.0000,363.0000,266.8020,9.6000
132,93.0000,45.6846,5.2000,96.0000,71.3648,2.0000,69.0000,55.8053,0.0000,96.0000,46.9388,7.2000,354.0000,219.7934,14.4000
133,117.0000,108.5914,0.8000,93.0000,45.2753,3.2000,72.0000,35.2471,4.4000,66.0000,48.4240,3.4000,348.0000,237.5378,11.8000
134,99.0000,68.8790,3.4000,123.0000,76.6147,0.6000,111.0000,116.0488,0.2000,48.0000,12.8967,8.0000,381.0000,274.4391,12.2000
135,111.0000,58.4755,6.0000,111.0000,113.1663,2.2000,66.0000,34.3393,3.8000,87.0000,-26.3233,16.6000,375.0000,179.6578,28.6000
136,102.0000,89.8157,1.2000,120.0000,20.3289,17.0000,90.0000,67.8935,1.4000,67.0000,9.4021,10.0000,379.0000,187.4401,29.6000
137,66.0000,17.2442,7.0000,102.0000,73.2985,2.4000,93.0000,57.3554,0.8000,108.0000,63.7146,8.2000,369.0000,211.6128,18.4000
138,117.0000,72.6545,3.6000,81.0000,55.8673,4.8000,69.0000,60.4488,0.8000,105.0000,3.7961,17.6000,372.0000,192.7667,26.8000
139,105.0000,90.4984,2.2000,99.0000,71.7792,1.4000,102.0000,67.7741,2.2000,78.0000,-25.9412,19.0000,384.0000,204.1105,24.8000
140,99.0000,86.9774,2.4000,81.0000,-26.4168,13.6000,90.0000,100.5197,2.4000,93.0000,37.9134,8.8000,363.0000,198.9937,27.2000
141,87.0000,100.8622,1.0000,93.0000,62.0845,5.0000,99.0000,66.0984,7.6000,90.0000,11.0671,10.6000,369.0000,240.1121,24.2000
142,99.0000,85.2436,0.4000,69.0000,35.2944,4.0000,114.0000,87.9686,2.2000,108.0000,51.1187,8.4000,390.0000,259.6253,15.0000
143,96.0000,50.4021,7.4000,72.0000,58.9938,1.0000,120.0000,91.9081,6.4000,99.0000,79.0890,3.4000,387.0000,280.3930,18.2000
144,90.0000,53.3174,8.2000,88.0000,59.1103,1.0000,90.0000,73.0031,1.4000,102.0000,76.8284,4.0000,370.0000,262.2592,14.6000
145,93.0000,68.6385,0.6000,97.0000,78.9604,2.6000,78.0000,50.4132,5.6000,114.0000,60.6976,7.8000,382.0000,258.7097,16.6000
146,99.0000,50.1996,7.0000,59.0000,53.5189,0.0000,120.0000,77.0749,4.6000,108.0000,17.9889,14.4000,386.0000,198.7823,26.0000
147,108.0000,31.7182,11.4000,61.0000,42.7297,1.6000,66.0000,10.9244,4.4000,102.0000,5.0053,16.8000,337.0000,90.3776,34.2000
148,90.0000,46.9942,5.4000,84.0000,80.5024,1.6000,96.0000,14.3031,11.6000,93.0000,-22.2525,19.8000,363.0000,119.5473,38.4000
149,51.0000,44.8285,0.2000,76.0000,29.6417,6.6000,123.0000,87.0730,3.2000,114.0000,86.4001,1.6000,364.0000,247.9433,11.6000
